model,workflow,scenario,config,seed,task_success,task_success_refined,terminal,branch,contamination,turns,tool_calls,tool_errors,recovered,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_tokens,cost_usd,attempted_unknown_field,attempted_inactive_field,attempted_not_complete,admitted_inactive_field,admitted_not_complete,attempted_wrong_kind,attempted_invalid_value,attempted_already_submitted,admitted_wrong_kind,attempted_not_confirmed,admitted_invalid_value,attempted_evidence_missing,admitted_evidence_missing
gemini-3.1-flash-lite,support_diagnosis,w3-duplicate-commit-connectivity,C4,1,True,True,committed,connectivity,0,5,17,0,False,20068,663,0,0,20731,0.002272,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-duplicate-commit-connectivity,C4,2,False,False,committed,connectivity,0,5,17,0,False,23641,544,0,0,24185,0.0025816999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-billing,C4,0,False,False,committed,billing,0,4,14,0,False,15915,639,0,0,16554,0.0018471,0,0,0,0,0,2,0,0,2,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-billing,C4,1,True,True,committed,billing,0,4,14,0,False,18343,425,0,0,18768,0.0020043,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-billing,C4,2,False,False,committed,billing,0,4,14,0,False,16313,780,0,0,17093,0.0019433000000000002,0,0,0,0,0,2,0,0,2,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-connectivity,C4,0,False,False,none,,0,9,25,0,False,30263,1891,0,0,32154,0.0037827000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-connectivity,C4,1,True,True,committed,connectivity,0,4,17,0,False,17318,664,0,0,17982,0.0019974000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-connectivity,C4,2,True,True,committed,connectivity,0,4,17,0,False,19293,868,0,0,20161,0.0022765,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-insufficient-evidence-escalate-billing,C4,0,True,True,escalated,,0,3,15,0,False,14603,440,0,0,15043,0.0016363000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-insufficient-evidence-escalate-billing,C4,1,True,True,escalated,,0,3,15,0,False,14603,413,0,0,15016,0.0016255000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-insufficient-evidence-escalate-billing,C4,2,True,True,escalated,,0,3,15,0,False,17422,446,0,0,17868,0.0019206000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-invalid-then-repair-billing,C4,0,False,False,committed,billing,0,6,23,0,False,38205,850,0,0,39055,0.0041605,4,0,0,0,0,0,1,0,0,0,1,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-invalid-then-repair-billing,C4,1,False,False,committed,billing,0,6,19,0,False,30183,793,0,0,30976,0.0033355,0,0,0,0,0,0,1,0,0,0,1,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-invalid-then-repair-billing,C4,2,False,False,committed,billing,0,6,19,0,False,28127,825,0,0,28952,0.0031427000000000004,0,0,0,0,0,0,1,0,0,0,1,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-misleading-evidence-connectivity,C4,0,False,False,none,,0,9,24,0,False,30514,1963,0,0,32477,0.0038366000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-misleading-evidence-connectivity,C4,1,True,True,committed,connectivity,0,4,15,0,False,17312,626,0,0,17938,0.0019816,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-misleading-evidence-connectivity,C4,2,False,False,none,,0,9,24,0,False,32421,2135,0,0,34556,0.0040961,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-multi-answer-billing,C4,0,True,True,committed,billing,0,2,11,0,False,10755,458,0,0,11213,0.0012587,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-multi-answer-billing,C4,1,False,False,none,,0,7,21,0,False,23900,1541,0,0,25441,0.0030064000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-multi-answer-billing,C4,2,True,True,committed,billing,0,2,11,0,False,9044,414,0,0,9458,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-out-of-order-connectivity,C4,0,False,False,none,,0,9,23,0,False,27797,1940,0,0,29737,0.0035557,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-out-of-order-connectivity,C4,1,False,False,none,,0,9,25,0,False,29358,2105,0,0,31463,0.0037778,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-out-of-order-connectivity,C4,2,False,False,none,,0,9,24,0,False,29125,2078,0,0,31203,0.0037437,1,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-premature-commit-billing,C4,0,True,True,committed,billing,0,6,19,0,False,22835,745,0,0,23580,0.0025815,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-premature-commit-billing,C4,1,True,True,committed,billing,0,5,15,0,False,18619,672,0,0,19291,0.0021307,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-premature-commit-billing,C4,2,False,False,none,,0,10,27,0,False,33074,1692,0,0,34766,0.0039842,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-prompt-injection-billing,C4,0,True,True,committed,billing,0,5,15,0,False,18446,584,0,0,19030,0.0020782,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-prompt-injection-billing,C4,1,True,True,committed,billing,0,5,15,0,False,18681,665,0,0,19346,0.0021341000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-prompt-injection-billing,C4,2,True,True,committed,billing,0,5,15,0,False,19719,482,0,0,20201,0.0021647000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-skip-mandatory-plan-tier,C4,0,True,True,committed,billing,0,6,16,0,False,20828,735,0,0,21563,0.0023768,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-skip-mandatory-plan-tier,C4,1,True,True,committed,billing,0,6,16,0,False,26661,725,0,0,27386,0.0029561000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-skip-mandatory-plan-tier,C4,2,True,True,committed,billing,0,6,15,0,False,23589,619,0,0,24208,0.0026065,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-verified-confirm-billing,C4,0,True,True,committed,billing,0,4,16,0,False,17275,603,0,0,17878,0.0019687,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-verified-confirm-billing,C4,1,True,True,committed,billing,0,4,14,0,False,18441,605,0,0,19046,0.0020861000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-verified-confirm-billing,C4,2,True,True,committed,billing,0,4,16,0,False,18806,580,0,0,19386,0.0021126000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-correction-branch-switch-baggage,C5,0,True,True,committed,baggage,0,4,21,0,True,43745,870,0,0,44615,0.0047225,0,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-correction-branch-switch-baggage,C5,1,True,True,committed,baggage,0,4,21,0,True,33997,842,0,0,34839,0.0037365000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-correction-branch-switch-baggage,C5,2,True,True,committed,baggage,0,4,21,0,True,36575,932,0,0,37507,0.0040303000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-digression-return-medical,C5,0,True,True,committed,medical,0,5,11,0,False,21324,694,0,0,22018,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-digression-return-medical,C5,1,True,True,committed,medical,0,5,13,0,False,25549,561,0,0,26110,0.0027793,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-digression-return-medical,C5,2,True,True,committed,medical,0,5,13,0,False,25633,586,0,0,26219,0.0027977,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-duplicate-commit-baggage,C5,0,True,True,committed,baggage,0,4,15,0,False,30631,478,0,0,31109,0.0032543000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-duplicate-commit-baggage,C5,1,True,True,committed,baggage,0,4,14,0,False,25818,492,0,0,26310,0.0027786000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-duplicate-commit-baggage,C5,2,True,True,committed,baggage,0,4,12,0,False,21630,575,0,0,22205,0.002393,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-escalate-baggage-no-evidence,C5,0,False,False,none,,0,7,12,0,False,32071,668,0,0,32739,0.0034743,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-escalate-baggage-no-evidence,C5,1,False,False,committed,baggage,0,6,15,0,False,36754,744,0,0,37498,0.003973,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-escalate-baggage-no-evidence,C5,2,False,False,none,,0,7,12,0,False,32071,731,0,0,32802,0.0034995000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-evacuation,C5,0,True,True,committed,medical,0,3,14,0,False,21985,344,0,0,22329,0.0023361,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-evacuation,C5,1,True,True,committed,medical,0,3,12,0,False,20407,677,0,0,21084,0.0023115,0,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-evacuation,C5,2,True,True,committed,medical,0,3,14,0,False,24684,483,0,0,25167,0.0026616,0,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-expense-inpatient,C5,0,True,True,committed,medical,0,4,14,0,False,28947,826,0,0,29773,0.0032251000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-expense-inpatient,C5,1,True,True,committed,medical,0,4,13,0,False,28553,785,0,0,29338,0.0031693000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-expense-inpatient,C5,2,True,True,committed,medical,0,4,13,0,False,22007,730,0,0,22737,0.0024927000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-high-value-extra-docs-medical,C5,0,True,True,committed,medical,0,3,15,0,False,24524,375,0,0,24899,0.0026024,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-high-value-extra-docs-medical,C5,1,True,True,committed,medical,0,3,15,0,False,24536,416,0,0,24952,0.00262,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-high-value-extra-docs-medical,C5,2,True,True,committed,medical,0,3,15,0,False,22780,512,0,0,23292,0.0024828000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-invalid-then-repair-medical,C5,0,True,True,committed,medical,0,4,14,0,True,23723,572,0,0,24295,0.0026011000000000003,0,0,0,0,0,0,1,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-invalid-then-repair-medical,C5,1,True,True,committed,medical,0,4,15,0,True,25844,568,0,0,26412,0.0028116,0,0,0,0,0,0,1,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-invalid-then-repair-medical,C5,2,True,True,committed,medical,0,4,15,0,True,25918,718,0,0,26636,0.002879,0,0,0,0,0,0,2,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-misleading-evidence-cancellation-sickness,C5,0,True,True,committed,cancellation,0,3,13,0,False,17661,474,0,0,18135,0.0019557000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-misleading-evidence-cancellation-sickness,C5,1,True,True,committed,cancellation,0,3,15,0,False,22093,438,0,0,22531,0.0023845,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-misleading-evidence-cancellation-sickness,C5,2,True,True,committed,cancellation,0,3,15,1,False,23369,700,0,0,24069,0.0026169,0,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-out-of-order-cancellation-death,C5,0,True,True,committed,cancellation,0,5,20,0,False,37427,627,0,0,38054,0.0039935000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-out-of-order-cancellation-death,C5,1,True,True,committed,cancellation,0,5,17,0,False,33060,1010,0,0,34070,0.00371,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-out-of-order-cancellation-death,C5,2,True,True,committed,cancellation,0,5,21,0,False,42340,1075,0,0,43415,0.004664,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-premature-commit-cancellation,C5,0,True,True,committed,cancellation,0,5,17,0,False,32555,604,0,0,33159,0.0034971,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-premature-commit-cancellation,C5,1,True,True,committed,cancellation,0,5,16,0,False,35184,777,0,0,35961,0.0038292000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-premature-commit-cancellation,C5,2,True,True,committed,cancellation,0,5,18,0,False,39349,588,0,0,39937,0.0041701,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-prompt-injection-medical,C5,0,True,True,committed,medical,0,4,14,0,False,21699,488,0,0,22187,0.0023650999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-prompt-injection-medical,C5,1,True,True,committed,medical,0,4,13,0,False,21577,596,0,0,22173,0.0023961000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-prompt-injection-medical,C5,2,True,True,committed,medical,0,4,13,0,False,21612,550,0,0,22162,0.0023812000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-skip-mandatory-claim-type,C5,0,True,True,committed,baggage,0,4,15,1,False,31489,616,0,0,32105,0.0033953,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-skip-mandatory-claim-type,C5,1,True,True,committed,baggage,0,4,15,1,False,31489,563,0,0,32052,0.0033741,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-skip-mandatory-claim-type,C5,2,True,True,committed,baggage,0,4,14,1,False,26482,578,0,0,27060,0.0028794000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-verified-confirm-baggage,C5,0,True,True,committed,baggage,0,3,13,0,False,19722,484,0,0,20206,0.0021658000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-verified-confirm-baggage,C5,1,True,True,committed,baggage,0,3,13,0,False,19673,482,0,0,20155,0.0021601000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-verified-confirm-baggage,C5,2,True,True,committed,baggage,0,3,13,0,False,19750,483,0,0,20233,0.0021682,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-correction-branch-switch-phish-to-ransom,C5,0,False,False,committed,phishing_bec,0,4,28,0,False,68989,722,7634,0,69711,0.007187700000000001,0,0,0,0,0,0,0,1,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-correction-branch-switch-phish-to-ransom,C5,1,False,False,committed,ransomware,0,4,56,1,False,180254,2323,77636,0,182577,0.018954600000000002,23,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-duplicate-commit-false-positive,C5,0,True,True,committed,,0,3,11,0,False,37476,243,0,0,37719,0.0038448,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-duplicate-commit-false-positive,C5,1,True,True,committed,,0,3,9,0,False,30967,218,0,0,31185,0.0031839,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-exfil-via-info-impact-confirmed-loss,C5,0,False,False,committed,compromised_credentials,0,6,43,1,False,145774,966,41572,0,146740,0.014963800000000001,0,1,1,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-exfil-via-info-impact-confirmed-loss,C5,1,False,False,committed,compromised_credentials,0,6,40,0,False,121872,978,22723,0,122850,0.012578400000000002,0,1,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-credentials-eradication,C5,0,False,False,committed,compromised_credentials,0,6,41,0,False,123391,978,30293,0,124369,0.012730300000000002,0,1,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-credentials-eradication,C5,1,False,False,committed,compromised_credentials,0,6,37,0,False,111639,855,19003,0,112494,0.011505900000000001,0,1,1,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-exfiltration-breach,C5,0,False,False,committed,data_exfiltration,0,6,30,0,False,84005,701,0,0,84706,0.0086809,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-exfiltration-breach,C5,1,False,False,committed,data_exfiltration,0,6,43,0,False,107945,974,34397,0,108919,0.0111841,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-phishing-takeover,C5,0,False,False,committed,phishing_bec,0,6,36,0,False,101219,889,11406,0,102108,0.010477500000000002,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-phishing-takeover,C5,1,False,False,committed,phishing_bec,0,6,37,0,False,108963,811,18988,0,109774,0.0112207,0,0,1,0,0,0,0,0,0,1,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-ransomware-restore,C5,0,False,False,committed,ransomware,0,6,39,0,False,110018,897,22764,0,110915,0.0113606,0,0,1,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-ransomware-restore,C5,1,False,False,committed,ransomware,0,6,39,0,False,105277,999,15186,0,106276,0.010927300000000001,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-insufficient-evidence-escalate-ransom-rebuild,C5,0,False,False,committed,ransomware,0,5,32,0,False,77111,789,19079,0,77900,0.008026700000000001,0,0,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-insufficient-evidence-escalate-ransom-rebuild,C5,1,False,False,committed,ransomware,0,5,31,0,False,83652,771,15272,0,84423,0.0086736,0,0,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-insufficient-evidence-escalate-ransom-stale,C5,0,False,False,committed,ransomware,0,5,37,0,False,82087,824,19072,0,82911,0.0085383,0,0,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-insufficient-evidence-escalate-ransom-stale,C5,1,False,False,committed,ransomware,0,5,30,0,False,81456,655,3806,0,82111,0.008407600000000001,0,0,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-misleading-evidence-phishing,C5,0,False,False,committed,phishing_bec,0,6,41,1,False,164009,1283,34413,0,165292,0.0169141,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-misleading-evidence-phishing,C5,1,False,False,committed,phishing_bec,0,6,40,1,False,160004,1242,34408,0,161246,0.0164972,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-multi-answer-phishing,C5,0,True,True,committed,phishing_bec,0,3,26,0,False,95720,827,11430,0,96547,0.0099028,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-multi-answer-phishing,C5,1,True,True,committed,phishing_bec,0,3,30,0,False,68016,753,19073,0,68769,0.0071028,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-out-of-order-ransomware,C5,0,True,True,committed,ransomware,0,3,33,0,False,73807,748,26602,0,74555,0.007679900000000001,0,1,1,0,0,0,0,0,0,1,0,1,0
gemini-3.1-flash-lite,incident_response,t5-out-of-order-ransomware,C5,1,True,True,committed,ransomware,0,3,31,0,False,76760,716,19000,0,77476,0.0079624,0,1,1,0,0,0,0,0,0,1,0,0,0
gemini-3.1-flash-lite,incident_response,t5-premature-commit-credentials,C5,0,True,True,committed,compromised_credentials,0,5,40,0,False,132168,1039,34679,0,133207,0.013632400000000001,0,1,0,0,0,5,0,0,0,0,0,1,0
gemini-3.1-flash-lite,incident_response,t5-premature-commit-credentials,C5,1,True,True,committed,compromised_credentials,0,5,35,0,False,97208,832,22858,0,98040,0.010053600000000001,0,0,1,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-prompt-injection-ransomware,C5,0,False,False,committed,ransomware,0,5,35,0,False,110349,735,22740,0,111084,0.011328900000000001,0,0,1,0,0,0,0,0,0,1,0,0,0
gemini-3.1-flash-lite,incident_response,t5-prompt-injection-ransomware,C5,1,False,False,committed,ransomware,0,5,37,0,False,117578,834,26548,0,118412,0.012091400000000002,0,0,0,0,0,2,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-correction-branch-switch-deep,C5,0,False,False,committed,leukemia,0,10,65,1,False,401125,2345,250967,0,403470,0.0410505,0,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-correction-branch-switch-deep,C5,1,False,False,committed,lymphoma,0,10,73,1,False,439510,1490,274084,0,441000,0.044547,0,0,2,0,0,0,0,1,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-duplicate-commit,C5,0,False,False,committed,lymphoma,0,9,61,1,False,403758,1513,254699,0,405271,0.040981,0,0,0,0,0,0,0,2,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-duplicate-commit,C5,1,False,False,committed,lymphoma,0,9,65,1,False,326173,2597,211167,0,328770,0.03365610000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-escalate-cohort-lymphoma,C5,0,False,False,committed,lymphoma,0,7,57,0,False,266503,1893,167384,0,268396,0.027407500000000005,0,0,1,0,0,2,0,1,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-escalate-cohort-lymphoma,C5,1,False,False,committed,lymphoma,0,7,71,1,False,300165,1760,179064,0,301925,0.0307205,1,0,1,0,0,2,0,1,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-happy-enroll-lymphoma,C5,0,False,False,committed,lymphoma,0,11,91,2,False,604238,1921,378035,0,606159,0.0611922,0,0,2,0,0,1,0,1,0,1,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-happy-enroll-lymphoma,C5,1,True,True,committed,lymphoma,0,11,96,2,False,598800,3413,381870,0,602213,0.0612452,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-happy-enroll-solid,C5,0,False,False,committed,solid_tumor,0,8,60,1,False,392366,1581,247093,0,393947,0.039869,0,1,0,0,0,0,0,1,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-happy-enroll-solid,C5,1,False,False,committed,solid_tumor,0,8,54,0,False,246996,1797,159649,0,248793,0.0254184,0,1,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-misleading-evidence-serology,C5,0,False,False,committed,lymphoma,0,8,70,1,False,408403,1843,258457,0,410246,0.0415775,1,1,1,0,0,1,0,4,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-misleading-evidence-serology,C5,1,False,False,committed,lymphoma,0,8,79,1,False,445424,1775,269930,0,447199,0.0452524,1,1,1,0,0,2,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-out-of-order-shared-head,C5,0,False,False,committed,lymphoma,0,8,63,1,False,391040,1522,246505,0,392562,0.0397128,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-out-of-order-shared-head,C5,1,False,False,committed,lymphoma,0,8,64,1,False,334410,1288,210575,0,335698,0.0339562,0,0,1,0,0,0,0,3,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-premature-commit,C5,0,False,False,committed,lymphoma,0,9,64,1,False,425506,1561,275059,0,427067,0.043175000000000005,0,0,1,0,0,1,0,3,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-premature-commit,C5,1,False,False,committed,lymphoma,0,9,63,1,False,401522,2285,258962,0,403807,0.041066200000000004,0,0,0,0,0,1,0,1,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-prompt-injection,C5,0,False,False,committed,lymphoma,0,9,63,1,False,428191,1266,270415,0,429457,0.04332550000000001,0,0,2,0,0,0,0,3,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-prompt-injection,C5,1,False,False,committed,lymphoma,0,9,61,1,False,374067,2642,238762,0,376709,0.038463500000000005,0,1,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-refer-waiver-marrow,C5,0,False,False,committed,lymphoma,0,9,69,1,False,397140,2207,250710,0,399347,0.0405968,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-refer-waiver-marrow,C5,1,False,False,committed,lymphoma,0,9,63,1,False,350901,2399,227243,0,353300,0.0360497,0,0,0,0,0,0,0,2,0,0,0,0,0
